origin_zip_range,dest_zip_range,fedex_express_zone,fedex_ground_zone
15000-15399,96787-96788,12,9
15000-15399,96789,10,9
15000-15399,96790,12,9
15000-15399,96791-96792,10,9
15000-15399,96793,12,9
15000-15399,96794-96795,10,9
15000-15399,96796,12,9
15000-15399,96797,10,9
15000-15399,96798-96800,12,9
15000-15399,96801-96863,10,9
15000-15399,96864-96899,12,9
15000-15399,96900-96999,NA,NA
15000-15399,97000-99499,8,99500
15000-15399,99501-99524,9,17
15000-15399,99525-99539,11,17
15000-15399,99540,9,17
15000-15399,99541-99566,11,17
15000-15399,99567,9,17
15000-15399,99568-99576,11,17
15000-15399,99577,9,17
15000-15399,99578-99999,11,17
15400-15499,00000-00399,NA,NA
15400-15499,00400-00599,4,4
15400-15499,00600-00799,*,NA
15400-15499,00800-00899,NA,NA
15400-15499,00900-00999,*,NA
15400-15499,01000-04399,4,4
15400-15499,04400-04499,5,5
15400-15499,04500-04599,4,4
15400-15499,04600-04899,5,5
15400-15499,04900-06999,4,4
15400-15499,07000-10499,3,3
15400-15499,10500-10899,4,4
15400-15499,10900-11399,3,3
15400-15499,11400-11599,4,4
15400-15499,11600-11699,3,3
15400-15499,11700-12699,4,4
15400-15499,12700-12799,3,3
15400-15499,12800-12999,4,4
15400-15499,13000-13299,3,3
15400-15499,13300-13699,4,4
15400-15499,13700-14999,3,3
15400-15499,15000-16399,2,2
15400-15499,16400-16599,3,3
15400-15499,16600-16899,2,2
15400-15499,16900-16999,3,3
15400-15499,17000-17499,2,2
15400-15499,17500-17699,3,3
15400-15499,17700-17799,2,2
15400-15499,17800-19999,3,3
15400-15499,20000-20599,2,2
15400-15499,20600-20899,3,3
15400-15499,20900-21399,2,2
15400-15499,21400-21499,3,3
15400-15499,21500-21599,2,2
15400-15499,21600-21699,3,3
15400-15499,21700-21799,2,2
15400-15499,21800-21999,3,3
15400-15499,22000-22999,2,2
15400-15499,23000-24399,3,3
15400-15499,24400-24499,2,2
15400-15499,24500-24899,3,3
15400-15499,24900-26899,2,2
15400-15499,26900-26999,NA,NA
15400-15499,27000-28399,3,3
15400-15499,28400-28599,4,4
15400-15499,28600-28899,3,3
15400-15499,28900-29699,4,4
15400-15499,29700-29799,3,3
15400-15499,29800-31599,4,4
15400-15499,31600-31699,5,5
15400-15499,31700-31999,4,4
15400-15499,32000-34999,5,5
15400-15499,35000-35399,4,4
15400-15499,35400-35499,5,5
15400-15499,35500-35999,4,4
15400-15499,36000-36199,5,5
15400-15499,36200-36299,4,4
15400-15499,36300-36799,5,5
15400-15499,36800-36899,4,4
15400-15499,36900-36999,5,5
15400-15499,37000-37499,4,4
15400-15499,37500-37599,5,5
15400-15499,37600-37699,3,3
15400-15499,37700-37999,4,4
15400-15499,38000-38199,5,5
15400-15499,38200-38599,4,4
15400-15499,38600-39899,5,5
15400-15499,39900-40299,4,4
15400-15499,40300-41899,3,3
15400-15499,41900-41999,NA,NA
15400-15499,42000-42499,4,4
15400-15499,42500-42699,3,3
15400-15499,42700-42799,4,4
15400-15499,42800-42999,NA,NA
15400-15499,43000-43699,3,3
15400-15499,43700-44799,2,2
15400-15499,44800-45599,3,3
15400-15499,45600-45799,2,2
15400-15499,45800-45999,3,3
15400-15499,46000-46699,4,4
15400-15499,46700-46899,3,3
15400-15499,46900-46999,4,4
15400-15499,47000-47099,3,3
15400-15499,47100-47299,4,4
15400-15499,47300-47399,3,3
15400-15499,47400-47999,4,4
15400-15499,48000-48799,3,3
15400-15499,48800-49199,4,4
15400-15499,49200-49299,3,3
15400-15499,49300-49999,4,4
15400-15499,50000-51699,5,5
15400-15499,51700-51999,NA,NA
15400-15499,52000-52099,4,4
15400-15499,52100-52599,5,5
15400-15499,52600-53999,4,4
15400-15499,54000-54099,5,5
15400-15499,54100-54499,4,4
15400-15499,54500-54899,5,5
15400-15499,54900-54999,4,4
15400-15499,55000-57499,5,5
15400-15499,57500-57799,6,6
15400-15499,57800-57999,NA,NA
15400-15499,58000-58199,5,5
15400-15499,58200-58899,6,6
15400-15499,58900-58999,NA,NA
15400-15499,59000-59199,7,7
15400-15499,59200-59399,6,6
15400-15499,59400-59999,7,7
15400-15499,60000-63499,4,4
15400-15499,63500-63599,5,5
15400-15499,63600-63999,4,4
15400-15499,64000-67599,5,5
15400-15499,67600-67999,6,6
15400-15499,68000-68999,5,5
15400-15499,69000-69399,6,6
15400-15499,69400-69999,NA,NA
15400-15499,70000-72999,5,5
15400-15499,73000-73699,6,6
15400-15499,73700-73799,5,5
15400-15499,73800-73999,6,6
15400-15499,74000-74999,5,5
15400-15499,75000-75499,6,6
15400-15499,75500-75799,5,5
15400-15499,75800-79799,6,6
15400-15499,79800-79999,7,7
15400-15499,80000-81199,6,6
15400-15499,81200-81699,7,7
15400-15499,81700-81999,NA,NA
15400-15499,82000-82099,6,6
15400-15499,82100-82199,7,7
15400-15499,82200-82299,6,6
15400-15499,82300-82599,7,7
15400-15499,82600-82799,6,6
15400-15499,82800-83499,7,7
15400-15499,83500-83899,8,8
15400-15499,83900-83999,NA,NA
15400-15499,84000-84799,7,7
15400-15499,84800-84999,NA,NA
15400-15499,85000-85499,8,8
15400-15499,85500-86399,7,7
15400-15499,86400-86499,8,8
15400-15499,86500-87599,7,7
15400-15499,87600-87699,NA,NA
15400-15499,87700-87799,6,6
15400-15499,87800-88099,7,7
15400-15499,88100-88199,6,6
15400-15499,88200-88399,7,7
15400-15499,88400-88499,6,6
15400-15499,88500-88599,7,7
15400-15499,88600-88899,NA,NA
15400-15499,88900-96699,8,96700
15400-15499,96701,10,9
15400-15499,96702-96705,12,9
15400-15499,96706-96707,10,9
15400-15499,96708,12,9
15400-15499,96709,10,9
15400-15499,96710,12,9
15400-15499,96711-96712,10,9
15400-15499,96713-96716,12,9
15400-15499,96717,10,9
15400-15499,96718-96729,12,9
15400-15499,96730-96731,10,9
15400-15499,96732-96733,12,9
15400-15499,96734,10,9
15400-15499,96735-96743,12,9
15400-15499,96744,10,9
15400-15499,96745-96757,12,9
15400-15499,96758-96759,10,9
15400-15499,96760-96761,12,9
15400-15499,96762,10,9
15400-15499,96763-96774,12,9
15400-15499,96775,10,9
15400-15499,96776-96781,12,9
15400-15499,96782,10,9
15400-15499,96783-96785,12,9
15400-15499,96786,10,9
15400-15499,96787-96788,12,9
15400-15499,96789,10,9
15400-15499,96790,12,9
15400-15499,96791-96792,10,9
15400-15499,96793,12,9
15400-15499,96794-96795,10,9
15400-15499,96796,12,9
15400-15499,96797,10,9
15400-15499,96798-96800,12,9
15400-15499,96801-96863,10,9
15400-15499,96864-96899,12,9
15400-15499,96900-96999,NA,NA
15400-15499,97000-99499,8,99500
15400-15499,99501-99524,9,17
15400-15499,99525-99539,11,17
15400-15499,99540,9,17
15400-15499,99541-99566,11,17
15400-15499,99567,9,17
15400-15499,99568-99576,11,17
15400-15499,99577,9,17
15400-15499,99578-99999,11,17
15500-15599,00000-00399,NA,NA
15500-15599,00400-00599,3,3
15500-15599,00600-00799,*,NA
15500-15599,00800-00899,NA,NA
15500-15599,00900-00999,*,NA
15500-15599,01000-04599,4,4
15500-15599,04600-04799,5,5
15500-15599,04800-06799,4,4
15500-15599,06800-11899,3,3
15500-15599,11900-12399,4,4
15500-15599,12400-12799,3,3
15500-15599,12800-12999,4,4
15500-15599,13000-14699,3,3
15500-15599,14700-14799,2,2
15500-15599,14800-14999,3,3
15500-15599,15000-17999,2,2
15500-15599,18000-19999,3,3
15500-15599,20000-21399,2,2
15500-15599,21400-21499,3,3
15500-15599,21500-21599,2,2
15500-15599,21600-21699,3,3
15500-15599,21700-21799,2,2
15500-15599,21800-21999,3,3
15500-15599,22000-22399,2,2
15500-15599,22400-22599,3,3
15500-15599,22600-22999,2,2
15500-15599,23000-24399,3,3
15500-15599,24400-24499,2,2
15500-15599,24500-25399,3,3
15500-15599,25400-25499,2,2
15500-15599,25500-25999,3,3
15500-15599,26000-26899,2,2
15500-15599,26900-26999,NA,NA
15500-15599,27000-27799,3,3
15500-15599,27800-27899,4,4
15500-15599,27900-27999,3,3
15500-15599,28000-31499,4,4
15500-15599,31500-34999,5,5
15500-15599,35000-35399,4,4
15500-15599,35400-35599,5,5
15500-15599,35600-35999,4,4
15500-15599,36000-36199,5,5
15500-15599,36200-36299,4,4
15500-15599,36300-36799,5,5
15500-15599,36800-36899,4,4
15500-15599,36900-36999,5,5
15500-15599,37000-37499,4,4
15500-15599,37500-37599,5,5
15500-15599,37600-37699,3,3
15500-15599,37700-37999,4,4
15500-15599,38000-38199,5,5
15500-15599,38200-38599,4,4
15500-15599,38600-39899,5,5
15500-15599,39900-40299,4,4
15500-15599,40300-40599,3,3
15500-15599,40600-40999,4,4
15500-15599,41000-41899,3,3
15500-15599,41900-41999,NA,NA
15500-15599,42000-42799,4,4
15500-15599,42800-42999,NA,NA
15500-15599,43000-43699,3,3
15500-15599,43700-44799,2,2
15500-15599,44800-45999,3,3
15500-15599,46000-46999,4,4
15500-15599,47000-47099,3,3
15500-15599,47100-47999,4,4
15500-15599,48000-48799,3,3
15500-15599,48800-49199,4,4
15500-15599,49200-49299,3,3
15500-15599,49300-49999,4,4
15500-15599,50000-52699,5,5
15500-15599,52700-53799,4,4
15500-15599,53800-53899,5,5
15500-15599,53900-53999,4,4
15500-15599,54000-54099,5,5
15500-15599,54100-54499,4,4
15500-15599,54500-54899,5,5
15500-15599,54900-54999,4,4
15500-15599,55000-57399,5,5
15500-15599,57400-57799,6,6
15500-15599,57800-57999,NA,NA
15500-15599,58000-58199,5,5
15500-15599,58200-58899,6,6
15500-15599,58900-58999,NA,NA
15500-15599,59000-59199,7,7
15500-15599,59200-59399,6,6
15500-15599,59400-59999,7,7
15500-15599,60000-62299,4,4
15500-15599,62300-62399,5,5
15500-15599,62400-63399,4,4
15500-15599,63400-63699,5,5
15500-15599,63700-63899,4,4
15500-15599,63900-67599,5,5
15500-15599,67600-67999,6,6
15500-15599,68000-68999,5,5
15500-15599,69000-69399,6,6
15500-15599,69400-69999,NA,NA
15500-15599,70000-70599,5,5
15500-15599,70600-70699,6,6
15500-15599,70700-72999,5,5
15500-15599,73000-73999,6,6
15500-15599,74000-74699,5,5
15500-15599,74700-74799,6,6
15500-15599,74800-74999,5,5
15500-15599,75000-75499,6,6
15500-15599,75500-75599,5,5
15500-15599,75600-78499,6,6
15500-15599,78500-78599,7,7
15500-15599,78600-79799,6,6
15500-15599,79800-79999,7,7
15500-15599,80000-81099,6,6
15500-15599,81100-81699,7,7
15500-15599,81700-81999,NA,NA
15500-15599,82000-82099,6,6
15500-15599,82100-82199,7,7
15500-15599,82200-82299,6,6
15500-15599,82300-82599,7,7
15500-15599,82600-82799,6,6
15500-15599,82800-83499,7,7
15500-15599,83500-83899,8,8
15500-15599,83900-83999,NA,NA
15500-15599,84000-84799,7,7
15500-15599,84800-84999,NA,NA
15500-15599,85000-85499,8,8
15500-15599,85500-85599,7,7
15500-15599,85600-85899,8,8
15500-15599,85900-86099,7,7
15500-15599,86100-86299,NA,NA
15500-15599,86300-86499,8,8
15500-15599,86500-88099,7,7
15500-15599,88100-88199,6,6
15500-15599,88200-88399,7,7
15500-15599,88400-88499,6,6
15500-15599,88500-88599,7,7
15500-15599,88600-88899,NA,NA
15500-15599,88900-96699,8,96700
15500-15599,96701,10,9
15500-15599,96702-96705,12,9
15500-15599,96706-96707,10,9
15500-15599,96708,12,9
15500-15599,96709,10,9
15500-15599,96710,12,9
15500-15599,96711-96712,10,9
15500-15599,96713-96716,12,9
15500-15599,96717,10,9
15500-15599,96718-96729,12,9
15500-15599,96730-96731,10,9
15500-15599,96732-96733,12,9
15500-15599,96734,10,9
15500-15599,96735-96743,12,9
15500-15599,96744,10,9
15500-15599,96745-96757,12,9
15500-15599,96758-96759,10,9
15500-15599,96760-96761,12,9
15500-15599,96762,10,9
15500-15599,96763-96774,12,9
15500-15599,96775,10,9
15500-15599,96776-96781,12,9
15500-15599,96782,10,9
15500-15599,96783-96785,12,9
15500-15599,96786,10,9
15500-15599,96787-96788,12,9
15500-15599,96789,10,9
15500-15599,96790,12,9
15500-15599,96791-96792,10,9
15500-15599,96793,12,9
15500-15599,96794-96795,10,9
15500-15599,96796,12,9
15500-15599,96797,10,9
15500-15599,96798-96800,12,9
15500-15599,96801-96863,10,9
15500-15599,96864-96899,12,9
15500-15599,96900-96999,NA,NA
15500-15599,97000-99499,8,99500
15500-15599,99501-99524,9,17
15500-15599,99525-99539,11,17
15500-15599,99540,9,17
15500-15599,99541-99566,11,17
15500-15599,99567,9,17
15500-15599,99568-99576,11,17
15500-15599,99577,9,17
15500-15599,99578-99999,11,17
15600-15699,00000-00399,NA,NA
15600-15699,00400-00599,4,4
15600-15699,00600-00799,*,NA
15600-15699,00800-00899,NA,NA
15600-15699,00900-00999,*,NA
15600-15699,01000-04399,4,4
15600-15699,04400-04499,5,5
15600-15699,04500-04599,4,4
15600-15699,04600-04799,5,5
15600-15699,04800-06999,4,4
15600-15699,07000-10499,3,3
15600-15699,10500-10899,4,4
15600-15699,10900-11399,3,3
15600-15699,11400-11599,4,4
15600-15699,11600-11699,3,3
15600-15699,11700-12699,4,4
15600-15699,12700-12799,3,3
15600-15699,12800-12999,4,4
15600-15699,13000-14699,3,3
15600-15699,14700-14799,2,2
15600-15699,14800-14999,3,3
15600-15699,15000-17499,2,2
15600-15699,17500-17699,3,3
15600-15699,17700-17899,2,2
15600-15699,17900-19999,3,3
15600-15699,20000-20599,2,2
15600-15699,20600-20899,3,3
15600-15699,20900-20999,2,2
15600-15699,21000-21499,3,3
15600-15699,21500-21599,2,2
15600-15699,21600-21699,3,3
15600-15699,21700-21799,2,2
15600-15699,21800-21999,3,3
15600-15699,22000-22399,2,2
15600-15699,22400-22599,3,3
15600-15699,22600-22699,2,2
15600-15699,22700-22799,3,3
15600-15699,22800-22999,2,2
15600-15699,23000-24399,3,3
15600-15699,24400-24499,2,2
15600-15699,24500-25399,3,3
15600-15699,25400-25499,2,2
15600-15699,25500-25999,3,3
15600-15699,26000-26899,2,2
15600-15699,26900-26999,NA,NA
15600-15699,27000-27799,3,3
15600-15699,27800-31499,4,4
15600-15699,31500-31799,5,5
15600-15699,31800-31999,4,4
15600-15699,32000-34999,5,5
15600-15699,35000-35399,4,4
15600-15699,35400-35499,5,5
15600-15699,35500-35999,4,4
15600-15699,36000-36199,5,5
15600-15699,36200-36299,4,4
15600-15699,36300-36799,5,5
15600-15699,36800-36899,4,4
15600-15699,36900-36999,5,5
15600-15699,37000-37499,4,4
15600-15699,37500-37599,5,5
15600-15699,37600-37699,3,3
15600-15699,37700-37999,4,4
15600-15699,38000-38199,5,5
15600-15699,38200-38599,4,4
15600-15699,38600-39899,5,5
15600-15699,39900-40299,4,4
15600-15699,40300-40699,3,3
15600-15699,40700-40999,4,4
15600-15699,41000-41899,3,3
15600-15699,41900-41999,NA,NA
15600-15699,42000-42799,4,4
15600-15699,42800-42999,NA,NA
15600-15699,43000-43699,3,3
15600-15699,43700-44999,2,2
15600-15699,45000-45699,3,3
15600-15699,45700-45799,2,2
15600-15699,45800-45999,3,3
15600-15699,46000-46699,4,4
15600-15699,46700-46899,3,3
15600-15699,46900-46999,4,4
15600-15699,47000-47099,3,3
15600-15699,47100-47299,4,4
15600-15699,47300-47399,3,3
15600-15699,47400-47999,4,4
15600-15699,48000-48999,3,3
15600-15699,49000-49199,4,4
15600-15699,49200-49299,3,3
15600-15699,49300-49999,4,4
15600-15699,50000-51699,5,5
15600-15699,51700-51999,NA,NA
15600-15699,52000-52099,4,4
15600-15699,52100-52599,5,5
15600-15699,52600-53999,4,4
15600-15699,54000-54099,5,5
15600-15699,54100-54599,4,4
15600-15699,54600-54899,5,5
15600-15699,54900-54999,4,4
15600-15699,55000-57499,5,5
15600-15699,57500-57799,6,6
15600-15699,57800-57999,NA,NA
15600-15699,58000-58299,5,5
15600-15699,58300-58899,6,6
15600-15699,58900-58999,NA,NA
15600-15699,59000-59199,7,7
15600-15699,59200-59399,6,6
15600-15699,59400-59999,7,7
15600-15699,60000-63499,4,4
15600-15699,63500-63599,5,5
15600-15699,63600-63999,4,4
15600-15699,64000-67599,5,5
15600-15699,67600-67999,6,6
15600-15699,68000-68999,5,5
15600-15699,69000-69399,6,6
15600-15699,69400-69999,NA,NA
15600-15699,70000-70599,5,5
15600-15699,70600-70699,6,6
15600-15699,70700-72999,5,5
15600-15699,73000-73699,6,6
15600-15699,73700-73799,5,5
15600-15699,73800-73999,6,6
15600-15699,74000-74999,5,5
15600-15699,75000-75499,6,6
15600-15699,75500-75699,5,5
15600-15699,75700-78499,6,6
15600-15699,78500-78599,7,7
15600-15699,78600-79799,6,6
15600-15699,79800-79999,7,7
15600-15699,80000-81299,6,6
15600-15699,81300-81699,7,7
15600-15699,81700-81999,NA,NA
15600-15699,82000-82099,6,6
15600-15699,82100-82199,7,7
15600-15699,82200-82299,6,6
15600-15699,82300-82599,7,7
15600-15699,82600-82899,6,6
15600-15699,82900-83499,7,7
15600-15699,83500-83899,8,8
15600-15699,83900-83999,NA,NA
15600-15699,84000-84799,7,7
15600-15699,84800-84999,NA,NA
15600-15699,85000-85499,8,8
15600-15699,85500-86399,7,7
15600-15699,86400-86499,8,8
15600-15699,86500-88099,7,7
15600-15699,88100-88199,6,6
15600-15699,88200-88399,7,7
15600-15699,88400-88499,6,6
15600-15699,88500-88599,7,7
15600-15699,88600-88899,NA,NA
15600-15699,88900-96699,8,96700
15600-15699,96701,10,9
15600-15699,96702-96705,12,9
15600-15699,96706-96707,10,9
15600-15699,96708,12,9
15600-15699,96709,10,9
15600-15699,96710,12,9
15600-15699,96711-96712,10,9
15600-15699,96713-96716,12,9
15600-15699,96717,10,9
15600-15699,96718-96729,12,9
15600-15699,96730-96731,10,9
15600-15699,96732-96733,12,9
15600-15699,96734,10,9
15600-15699,96735-96743,12,9
15600-15699,96744,10,9
15600-15699,96745-96757,12,9
15600-15699,96758-96759,10,9
15600-15699,96760-96761,12,9
15600-15699,96762,10,9
15600-15699,96763-96774,12,9
15600-15699,96775,10,9
15600-15699,96776-96781,12,9
15600-15699,96782,10,9
15600-15699,96783-96785,12,9
15600-15699,96786,10,9
15600-15699,96787-96788,12,9
15600-15699,96789,10,9
15600-15699,96790,12,9
15600-15699,96791-96792,10,9
15600-15699,96793,12,9
15600-15699,96794-96795,10,9
15600-15699,96796,12,9
15600-15699,96797,10,9
15600-15699,96798-96800,12,9
15600-15699,96801-96863,10,9
15600-15699,96864-96899,12,9
15600-15699,96900-96999,NA,NA
15600-15699,97000-99499,8,99500
15600-15699,99501-99524,9,17
15600-15699,99525-99539,11,17
15600-15699,99540,9,17
15600-15699,99541-99566,11,17
15600-15699,99567,9,17
15600-15699,99568-99576,11,17
15600-15699,99577,9,17
15600-15699,99578-99999,11,17
15700-15799,00000-00399,NA,NA
15700-15799,00400-00599,3,3
15700-15799,00600-00799,*,NA
15700-15799,00800-00899,NA,NA
15700-15799,00900-00999,*,NA
15700-15799,01000-04599,4,4
15700-15799,04600-04799,5,5
15700-15799,04800-06599,4,4
15700-15799,06600-06699,3,3
15700-15799,06700-06799,4,4
15700-15799,06800-11899,3,3
15700-15799,11900-11999,4,4
15700-15799,12000-12799,3,3
15700-15799,12800-12999,4,4
15700-15799,13000-13999,3,3
15700-15799,14000-14299,2,2
15700-15799,14300-14699,3,3
15700-15799,14700-17999,2,2
15700-15799,18000-20999,3,3
15700-15799,21000-21399,2,2
15700-15799,21400-21499,3,3
15700-15799,21500-21599,2,2
15700-15799,21600-21699,3,3
15700-15799,21700-21799,2,2
15700-15799,21800-22599,3,3
15700-15799,22600-22699,2,2
15700-15799,22700-25399,3,3
15700-15799,25400-25499,2,2
15700-15799,25500-25999,3,3
15700-15799,26000-26899,2,2
15700-15799,26900-26999,NA,NA
15700-15799,27000-27499,3,3
15700-15799,27500-31499,4,4
15700-15799,31500-32999,5,5
15700-15799,33000-33299,6,6
15700-15799,33300-35599,5,5
15700-15799,35600-35999,4,4
15700-15799,36000-36199,5,5
15700-15799,36200-36299,4,4
15700-15799,36300-36999,5,5
15700-15799,37000-37499,4,4
15700-15799,37500-37599,5,5
15700-15799,37600-37999,4,4
15700-15799,38000-38199,5,5
15700-15799,38200-38599,4,4
15700-15799,38600-39899,5,5
15700-15799,39900-40299,4,4
15700-15799,40300-40599,3,3
15700-15799,40600-40999,4,4
15700-15799,41000-41699,3,3
15700-15799,41700-42799,4,4
15700-15799,42800-42999,NA,NA
15700-15799,43000-43899,3,3
15700-15799,43900-44799,2,2
15700-15799,44800-45999,3,3
15700-15799,46000-46699,4,4
15700-15799,46700-46899,3,3
15700-15799,46900-46999,4,4
15700-15799,47000-47099,3,3
15700-15799,47100-47999,4,4
15700-15799,48000-48999,3,3
15700-15799,49000-49199,4,4
15700-15799,49200-49299,3,3
15700-15799,49300-49999,4,4
15700-15799,50000-51699,5,5
15700-15799,51700-51999,NA,NA
15700-15799,52000-52099,4,4
15700-15799,52100-52699,5,5
15700-15799,52700-53999,4,4
15700-15799,54000-54099,5,5
15700-15799,54100-54599,4,4
15700-15799,54600-54899,5,5
15700-15799,54900-54999,4,4
15700-15799,55000-57499,5,5
15700-15799,57500-57799,6,6
15700-15799,57800-57999,NA,NA
15700-15799,58000-58299,5,5
15700-15799,58300-58899,6,6
15700-15799,58900-58999,NA,NA
15700-15799,59000-59199,7,7
15700-15799,59200-59399,6,6
15700-15799,59400-59999,7,7
15700-15799,60000-62299,4,4
15700-15799,62300-62399,5,5
15700-15799,62400-63399,4,4
15700-15799,63400-63699,5,5
15700-15799,63700-63799,4,4
15700-15799,63800-67599,5,5
15700-15799,67600-67999,6,6
15700-15799,68000-68999,5,5
15700-15799,69000-69399,6,6
15700-15799,69400-69999,NA,NA
15700-15799,70000-70499,5,5
15700-15799,70500-70699,6,6
15700-15799,70700-72999,5,5
15700-15799,73000-73999,6,6
15700-15799,74000-74699,5,5
15700-15799,74700-74899,6,6
15700-15799,74900-74999,5,5
15700-15799,75000-75499,6,6
15700-15799,75500-75599,5,5
15700-15799,75600-78499,6,6
15700-15799,78500-78599,7,7
15700-15799,78600-79799,6,6
15700-15799,79800-79999,7,7
15700-15799,80000-81099,6,6
15700-15799,81100-81699,7,7
15700-15799,81700-81999,NA,NA
15700-15799,82000-82099,6,6
15700-15799,82100-82199,7,7
15700-15799,82200-82299,6,6
15700-15799,82300-82599,7,7
15700-15799,82600-82799,6,6
15700-15799,82800-83499,7,7
15700-15799,83500-83899,8,8
15700-15799,83900-83999,NA,NA
15700-15799,84000-84799,7,7
15700-15799,84800-84999,NA,NA
15700-15799,85000-85499,8,8
15700-15799,85500-85599,7,7
15700-15799,85600-85899,8,8
15700-15799,85900-86099,7,7
15700-15799,86100-86299,NA,NA
15700-15799,86300-86499,8,8
15700-15799,86500-88099,7,7
15700-15799,88100-88199,6,6
15700-15799,88200-88399,7,7
15700-15799,88400-88499,6,6
15700-15799,88500-88599,7,7
15700-15799,88600-88899,NA,NA
15700-15799,88900-96699,8,96700
15700-15799,96701,10,9
15700-15799,96702-96705,12,9
15700-15799,96706-96707,10,9
15700-15799,96708,12,9
15700-15799,96709,10,9
15700-15799,96710,12,9
15700-15799,96711-96712,10,9
15700-15799,96713-96716,12,9
15700-15799,96717,10,9
15700-15799,96718-96729,12,9
